distribution,n,run,qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,total
uniform,4,run_2,955760.0,20.0,198.4,2317.1,10775.9,20.54,321.0,321.0,969174.0
uniform,4,run_3,955760.0,20.0,198.4,2303.09,10689.91,20.54,457.0,457.0,969210.0
uniform,4,run_4,955760.0,20.0,198.4,2015.49,10686.51,20.54,430.0,430.0,968892.0
uniform,4,run_5,955760.0,20.0,198.4,2594.49,10689.51,20.54,393.0,393.0,969437.0
uniform,40,run_1,955760.0,20.0,198.4,19428.09,11117.91,20.54,905.0,7553.0,987211.0
uniform,40,run_2,955760.0,20.0,198.4,17237.5,11181.5,20.54,875.0,6731.0,985054.0
uniform,40,run_3,955760.0,20.0,198.4,23064.49,11096.51,20.54,723.0,7262.0,990644.0
uniform,40,run_4,955760.0,20.0,198.4,22204.9,11193.1,20.54,1046.0,11275.0,990204.0
uniform,40,run_5,955760.0,20.0,198.4,14876.1,11176.9,20.54,1934.0,7233.0,983747.0
uniform,41,run_1,955760.0,20.0,198.4,20914.7,11206.3,20.54,1131.0,7561.0,989012.0
uniform,41,run_2,955760.0,20.0,198.4,18797.09,11102.91,20.54,1629.0,7378.0,987289.0
uniform,41,run_3,955760.0,20.0,198.4,22536.49,11102.51,20.54,697.0,7001.0,990096.0
uniform,41,run_4,955760.0,20.0,198.4,19943.1,11195.9,20.54,1881.0,11046.0,988780.0
uniform,41,run_5,955760.0,20.0,198.4,18038.29,11113.71,20.54,1042.0,8897.0,985954.0
uniform,42,run_1,955760.0,20.0,198.4,21219.7,11209.3,20.54,868.0,8986.0,989057.0
uniform,42,run_2,955760.0,20.0,198.4,22978.1,11220.9,20.54,725.0,11080.0,990684.0
uniform,42,run_3,955760.0,20.0,198.4,15346.7,11194.3,20.54,1621.0,7980.0,983922.0
uniform,42,run_4,955760.0,20.0,198.4,14525.09,11102.91,20.54,2497.0,6806.0,983885.0
uniform,42,run_5,955760.0,20.0,198.4,20335.7,11221.3,20.54,3086.0,15719.0,990403.0
uniform,43,run_1,955760.0,20.0,198.4,23392.1,11235.9,20.54,867.0,13013.0,991255.0
uniform,43,run_2,955760.0,20.0,198.4,21853.5,11223.5,20.54,1399.0,12394.0,990236.0
uniform,43,run_3,955760.0,20.0,198.4,21150.7,11203.3,20.54,1417.0,11002.0,989531.0
uniform,43,run_4,955760.0,20.0,198.4,22455.09,11125.91,20.54,1841.0,10281.0,991182.0
uniform,43,run_5,955760.0,20.0,198.4,18810.3,11214.7,20.54,945.0,7657.0,986730.0
uniform,44,run_1,955760.0,20.0,198.4,24990.69,11127.31,20.54,730.0,7709.0,992608.0
uniform,44,run_2,955760.0,20.0,198.4,19857.7,11218.3,20.54,1803.0,8596.0,988639.0
uniform,44,run_3,955760.0,20.0,198.4,23486.09,11119.91,20.54,925.0,12018.0,991291.0
uniform,44,run_4,955760.0,20.0,198.4,24625.7,11250.3,20.54,720.0,9997.0,992356.0
uniform,44,run_5,955760.0,20.0,198.4,23868.69,11131.31,20.54,971.0,9544.0,991731.0
uniform,45,run_1,955760.0,20.0,198.4,23059.3,11215.7,20.54,823.0,7897.0,990858.0
uniform,45,run_2,955760.0,20.0,198.4,17109.7,11199.3,20.54,1520.0,7841.0,985589.0
uniform,45,run_3,955760.0,20.0,198.4,21433.89,11139.11,20.54,1478.0,12633.0,989811.0
uniform,45,run_4,955760.0,20.0,198.4,23245.9,11253.1,20.54,1424.0,8831.0,991683.0
uniform,45,run_5,955760.0,20.0,198.4,16257.7,11204.3,20.54,2052.0,8223.0,985274.0
uniform,46,run_1,955760.0,20.0,198.4,20967.7,11207.3,20.54,1797.0,7860.0,989732.0
uniform,46,run_2,955760.0,20.0,198.4,17399.5,11210.5,20.54,2770.0,7941.0,987140.0
uniform,46,run_3,955760.0,20.0,198.4,21455.7,11224.3,20.54,3102.0,20440.0,991542.0
uniform,46,run_4,955760.0,20.0,198.4,23815.1,11225.9,20.54,1515.0,10070.0,992316.0
uniform,46,run_5,955760.0,20.0,198.4,26991.69,11168.31,20.54,791.0,9174.0,994711.0
uniform,47,run_1,955760.0,20.0,198.4,26648.7,11263.3,20.54,820.0,8542.0,994492.0
uniform,47,run_2,955760.0,20.0,198.4,18436.49,11120.51,20.54,2342.0,8462.0,987659.0
uniform,47,run_3,955760.0,20.0,198.4,24756.3,11259.7,20.54,1487.0,9857.0,993263.0
uniform,47,run_4,955760.0,20.0,198.4,22998.89,11132.11,20.54,1467.0,10552.0,991358.0
uniform,47,run_5,955760.0,20.0,198.4,24857.5,11244.5,20.54,729.0,8687.0,992591.0
uniform,48,run_1,955760.0,20.0,198.4,23405.1,11247.9,20.54,1076.0,9982.0,991489.0
uniform,48,run_2,955760.0,20.0,198.4,24614.09,11157.91,20.54,1435.0,10903.0,992967.0
uniform,48,run_3,955760.0,20.0,198.4,19808.1,11220.9,20.54,2398.0,12671.0,989187.0
uniform,48,run_4,955760.0,20.0,198.4,22191.29,11166.71,20.54,1619.0,10285.0,990737.0
uniform,48,run_5,955760.0,20.0,198.4,26998.69,11154.31,20.54,1435.0,11315.0,995348.0
uniform,49,run_1,955760.0,20.0,198.4,24312.1,11245.9,20.54,5508.0,29870.0,996826.0
uniform,49,run_2,955760.0,20.0,198.4,29298.29,11191.71,20.54,756.0,12929.0,997006.0
uniform,49,run_3,955760.0,20.0,198.4,26824.9,11261.1,20.54,1502.0,15721.0,995348.0
uniform,49,run_4,955760.0,20.0,198.4,25555.49,11202.51,20.54,1803.0,17959.0,994321.0
uniform,49,run_5,955760.0,20.0,198.4,23586.7,11222.3,20.54,1475.0,10533.0,992044.0
uniform,5,run_1,955760.0,20.0,198.4,2086.09,10693.91,20.54,716.0,716.0,969256.0
uniform,5,run_2,955760.0,20.0,198.4,3149.5,10775.5,20.54,420.0,420.0,970105.0
uniform,5,run_3,955760.0,20.0,198.4,1912.9,10777.1,20.54,2090.0,2090.0,970540.0
uniform,5,run_4,955760.0,20.0,198.4,2593.89,10694.11,20.54,388.0,388.0,969436.0
uniform,5,run_5,955760.0,20.0,198.4,3067.1,10778.9,20.54,1135.0,1135.0,970741.0
uniform,50,run_1,955760.0,20.0,198.4,26413.49,11173.51,20.54,1479.0,11519.0,994826.0
uniform,50,run_2,955760.0,20.0,198.4,24127.9,11217.1,20.54,1375.0,8489.0,992480.0
uniform,50,run_3,955760.0,20.0,198.4,26984.3,11234.7,20.54,824.0,9960.0,994803.0
uniform,50,run_4,955760.0,20.0,198.4,26870.49,11153.51,20.54,1431.0,10618.0,995215.0
uniform,50,run_5,955760.0,20.0,198.4,25436.1,11286.9,20.54,1815.0,12289.0,994298.0
uniform,51,run_1,955760.0,20.0,198.4,24939.69,11177.31,20.54,1288.0,8998.0,993165.0
uniform,51,run_2,955760.0,20.0,198.4,28041.7,11295.3,20.54,1532.0,9726.0,996629.0
uniform,51,run_3,955760.0,20.0,198.4,27366.7,11273.3,20.54,825.0,15408.0,995225.0
uniform,51,run_4,955760.0,20.0,198.4,22583.89,11150.11,20.54,4023.0,16506.0,993517.0
uniform,51,run_5,955760.0,20.0,198.4,25168.7,11266.3,20.54,3078.0,21886.0,995273.0
uniform,52,run_1,955760.0,20.0,198.4,27036.3,11286.7,20.54,1661.0,10995.0,995744.0
uniform,52,run_2,955760.0,20.0,198.4,27601.09,11145.91,20.54,1566.0,10795.0,996073.0
uniform,52,run_3,955760.0,20.0,198.4,28235.1,11275.9,20.54,2703.0,22943.0,997974.0
uniform,52,run_4,955760.0,20.0,198.4,22362.29,11150.71,20.54,2369.0,12442.0,991642.0
uniform,52,run_5,955760.0,20.0,198.4,27202.5,11262.5,20.54,949.0,10237.0,995174.0
uniform,53,run_1,955760.0,20.0,198.4,28176.89,11171.11,20.54,1545.0,11680.0,996653.0
uniform,53,run_2,955760.0,20.0,198.4,27741.3,11273.7,20.54,1825.0,15351.0,996600.0
uniform,53,run_3,955760.0,20.0,198.4,26673.1,11255.9,20.54,1502.0,12024.0,995191.0
uniform,53,run_4,955760.0,20.0,198.4,26109.69,11181.31,20.54,1617.0,15076.0,994668.0
uniform,53,run_5,955760.0,20.0,198.4,20418.5,11253.5,20.54,3532.0,32100.0,990964.0
uniform,54,run_1,955760.0,20.0,198.4,28860.49,11175.51,20.54,1134.0,22539.0,996930.0
uniform,54,run_2,955760.0,20.0,198.4,25201.3,11238.7,20.54,1050.0,9085.0,993250.0
uniform,54,run_3,955760.0,20.0,198.4,25737.9,11271.1,20.54,1743.0,10521.0,994512.0
uniform,54,run_4,955760.0,20.0,198.4,27348.69,11180.31,20.54,1544.0,11474.0,995833.0
uniform,54,run_5,955760.0,20.0,198.4,30930.7,11294.3,20.54,1665.0,11343.0,999650.0
uniform,55,run_1,955760.0,20.0,198.4,30529.5,11292.5,20.54,1699.0,12626.0,999281.0
uniform,55,run_2,955760.0,20.0,198.4,25449.7,11263.3,20.54,2139.0,12439.0,994612.0
uniform,55,run_3,955760.0,20.0,198.4,29834.5,11294.5,20.54,1003.0,10230.0,997892.0
uniform,55,run_4,955760.0,20.0,198.4,24818.5,11279.5,20.54,2017.0,16232.0,993875.0
uniform,55,run_5,955760.0,20.0,198.4,28282.09,11196.91,20.54,1745.0,10779.0,996984.0
uniform,56,run_1,955760.0,20.0,198.4,27519.9,11279.1,20.54,1575.0,15394.0,996134.0
uniform,56,run_2,955760.0,20.0,198.4,29209.7,11259.3,20.54,1002.0,11419.0,997231.0
uniform,56,run_3,955760.0,20.0,198.4,28674.1,11297.9,20.54,2046.0,16575.0,997778.0
uniform,56,run_4,955760.0,20.0,198.4,27632.9,11264.1,20.54,2107.0,11781.0,996764.0
uniform,56,run_5,955760.0,20.0,198.4,29584.89,11168.11,20.54,1732.0,11134.0,998245.0
uniform,57,run_1,955760.0,20.0,198.4,31147.5,11298.5,20.54,1237.0,14334.0,999443.0
uniform,57,run_2,955760.0,20.0,198.4,30281.9,11265.1,20.54,919.0,10559.0,998226.0
uniform,57,run_3,955760.0,20.0,198.4,30994.5,11288.5,20.54,1450.0,19403.0,999493.0
uniform,57,run_4,955760.0,20.0,198.4,29606.89,11212.11,20.54,2108.0,13676.0,998687.0
uniform,57,run_5,955760.0,20.0,198.4,32350.7,11277.3,20.54,937.0,13762.0,1000325.0
uniform,58,run_1,955760.0,20.0,198.4,30812.89,11194.11,20.54,1634.0,11903.0,999401.0
uniform,58,run_2,955760.0,20.0,198.4,29297.89,11198.11,20.54,3727.0,26555.0,999983.0
uniform,58,run_3,955760.0,20.0,198.4,29904.29,11195.71,20.54,1700.0,11739.0,998560.0
uniform,58,run_4,955760.0,20.0,198.4,30136.89,11209.11,20.54,1672.0,13642.0,998778.0
uniform,58,run_5,955760.0,20.0,198.4,31750.69,11209.31,20.54,1772.0,14053.0,1000492.0
uniform,59,run_1,955760.0,20.0,198.4,30793.29,11208.71,20.54,1482.0,12131.0,999244.0
uniform,59,run_2,955760.0,20.0,198.4,27913.9,11302.1,20.54,1774.0,15667.0,996750.0
uniform,59,run_3,955760.0,20.0,198.4,27482.09,11189.91,20.54,1609.0,17534.0,996041.0
uniform,59,run_4,955760.0,20.0,198.4,29823.69,11203.31,20.54,1750.0,12794.0,998537.0
uniform,59,run_5,955760.0,20.0,198.4,31287.1,11302.9,20.54,2329.0,19908.0,1000679.0
uniform,6,run_1,955760.0,20.0,198.4,2305.29,10701.71,20.54,715.0,715.0,969482.0
uniform,6,run_2,955760.0,20.0,198.4,1952.29,10705.71,20.54,727.0,727.0,969145.0
uniform,6,run_3,955760.0,20.0,198.4,2788.5,10790.5,20.54,411.0,411.0,969750.0
uniform,6,run_4,955760.0,20.0,198.4,1844.7,10792.3,20.54,3935.0,3935.0,972332.0
uniform,6,run_5,955760.0,20.0,198.4,1871.3,10786.7,20.54,3936.0,3936.0,972354.0
uniform,60,run_1,955760.0,20.0,198.4,32428.69,11206.31,20.54,1226.0,13960.0,1000621.0
uniform,60,run_2,955760.0,20.0,198.4,30153.89,11223.11,20.54,1825.0,13025.0,998962.0
uniform,60,run_3,955760.0,20.0,198.4,31015.49,11231.51,20.54,2143.0,13595.0,1000150.0
uniform,60,run_4,955760.0,20.0,198.4,31034.49,11216.51,20.54,6371.0,42773.0,1004382.0
uniform,60,run_5,955760.0,20.0,198.4,30763.3,11299.7,20.54,1112.0,23077.0,998935.0
uniform,61,run_1,955760.0,20.0,198.4,30994.3,11303.7,20.54,2223.0,13777.0,1000281.0
uniform,61,run_2,955760.0,20.0,198.4,31347.29,11216.71,20.54,4588.0,23258.0,1002912.0
uniform,61,run_3,955760.0,20.0,198.4,31659.09,11217.91,20.54,1045.0,12906.0,999682.0
uniform,61,run_4,955760.0,20.0,198.4,30139.09,11239.91,20.54,1637.0,12610.0,998776.0
uniform,61,run_5,955760.0,20.0,198.4,32397.29,11233.71,20.54,2256.0,16764.0,1001647.0
uniform,62,run_1,955760.0,20.0,198.4,31524.69,11214.31,20.54,1659.0,14559.0,1000158.0
uniform,62,run_2,955760.0,20.0,198.4,30681.1,11316.9,20.54,2289.0,16594.0,1000047.0
uniform,62,run_3,955760.0,20.0,198.4,33167.89,11238.11,20.54,1109.0,14635.0,1001275.0
uniform,62,run_4,955760.0,20.0,198.4,31777.7,11297.3,20.54,1645.0,12923.0,1000480.0
uniform,62,run_5,955760.0,20.0,198.4,32552.7,11296.3,20.54,1456.0,16980.0,1001065.0
uniform,63,run_1,955760.0,20.0,198.4,34370.49,11239.51,20.54,2035.0,17984.0,1003405.0
uniform,63,run_2,955760.0,20.0,198.4,31360.49,11213.51,20.54,2087.0,15563.0,1000421.0
uniform,63,run_3,955760.0,20.0,198.4,32600.1,11317.9,20.54,2721.0,16426.0,1002399.0
uniform,63,run_4,955760.0,20.0,198.4,31183.3,11304.7,20.54,2709.0,16884.0,1000957.0
uniform,63,run_5,955760.0,20.0,198.4,30549.49,11242.51,20.54,1183.0,14650.0,998735.0
uniform,64,run_1,955760.0,20.0,198.4,34214.1,11304.9,20.54,1009.0,14650.0,1002288.0
uniform,64,run_2,955760.0,20.0,198.4,32120.7,11304.3,20.54,2891.0,13157.0,1002076.0
uniform,64,run_3,955760.0,20.0,198.4,33856.09,11250.91,20.54,4314.0,30219.0,1005181.0
uniform,64,run_4,955760.0,20.0,198.4,32394.1,11312.9,20.54,2326.0,22300.0,1001793.0
uniform,64,run_5,955760.0,20.0,198.4,33650.5,11311.5,20.54,1894.0,12832.0,1002616.0
uniform,65,run_1,955760.0,20.0,198.4,32917.5,11316.5,20.54,1963.0,12291.0,1001957.0
uniform,65,run_2,955760.0,20.0,198.4,32976.9,11299.1,20.54,2265.0,14792.0,1002301.0
uniform,65,run_3,955760.0,20.0,198.4,33926.69,11199.31,20.54,1084.0,19820.0,1001970.0
uniform,65,run_4,955760.0,20.0,198.4,32247.29,11242.71,20.54,1869.0,13866.0,1001119.0
uniform,65,run_5,955760.0,20.0,198.4,34999.5,11311.5,20.54,1383.0,17411.0,1003454.0
uniform,7,run_1,955760.0,20.0,198.4,2057.89,10712.11,20.54,2320.0,2320.0,970850.0
uniform,7,run_2,955760.0,20.0,198.4,2925.29,10719.71,20.54,2118.0,2118.0,971523.0
uniform,7,run_3,955760.0,20.0,198.4,2402.89,10717.11,20.54,2155.0,2155.0,971035.0
uniform,7,run_4,955760.0,20.0,198.4,2146.7,10801.3,20.54,2166.0,2166.0,970874.0
uniform,7,run_5,955760.0,20.0,198.4,4151.9,10796.1,20.54,470.0,470.0,971178.0
uniform,8,run_1,955760.0,20.0,198.4,2176.7,10806.3,20.54,877.0,877.0,969620.0
uniform,8,run_2,955760.0,20.0,198.4,3246.49,10725.51,20.54,757.0,757.0,970489.0
uniform,8,run_3,955760.0,20.0,198.4,2057.09,10718.91,20.54,1212.0,1212.0,969748.0
uniform,8,run_4,955760.0,20.0,198.4,1730.49,10729.51,20.54,444.0,444.0,968664.0
uniform,8,run_5,955760.0,20.0,198.4,1984.5,10803.5,20.54,806.0,806.0,969354.0
uniform,9,run_1,955760.0,20.0,198.4,2988.3,10817.7,20.54,1390.0,1390.0,970956.0
uniform,9,run_2,955760.0,20.0,198.4,2373.29,10733.71,20.54,1651.0,1651.0,970518.0
uniform,9,run_3,955760.0,20.0,198.4,1797.09,10729.91,20.54,779.0,779.0,969066.0
uniform,9,run_4,955760.0,20.0,198.4,1764.29,10725.71,20.54,2397.0,2397.0,970647.0
uniform,9,run_5,955760.0,20.0,198.4,1836.7,10823.3,20.54,670.0,670.0,969090.0
