,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
67,1,1,1,0,0,0,0,0,1,1,0,0.09090909090909091,-34.79,1
68,0,0,0,1,1,1,1,1,0,1,1,0.09090909090909091,-44.44,1
69,1,0,1,1,1,1,1,1,0,1,1,0.0,-21.730000000000015,1
70,1,1,1,0,0,1,1,0,1,1,0,0.0,-20.8,1
71,1,1,0,0,0,0,0,1,1,0,0,0.09090909090909091,-17.009999999999998,1
72,0,0,0,1,1,1,1,1,0,1,1,0.09090909090909091,-44.44,1
73,1,1,1,0,0,1,0,0,1,1,0,0.09090909090909091,-36.16,1
74,1,1,0,0,0,1,0,0,1,1,0,0.09090909090909091,-34.5,1
75,0,0,0,1,1,1,1,1,0,1,1,0.09090909090909091,-44.44,1
76,1,1,0,0,0,0,0,0,1,0,0,0.09090909090909091,-43.76,1
77,1,1,1,0,0,0,0,0,1,0,0,0.09090909090909091,-44.44,1
78,1,1,0,0,0,0,0,0,1,1,1,0.0,1.1499999999999977,1
