,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_20,x_21,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
89,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0.0,-759.1600000000004,1
90,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-758.5700000000004,9
91,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0.0,-758.5699999999996,4
92,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0.0,-758.5199999999996,1
93,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0.0,-758.52,1
94,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-758.2500000000005,8
95,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.0,-758.2499999999995,1
96,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0.0,-758.2399999999999,2
97,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0.0,-758.2399999999996,6
98,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-758.2200000000004,14
99,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0.0,-757.9000000000002,8
100,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0.0,-757.7500000000003,1
101,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-757.7300000000002,52
102,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0.0,-757.7299999999994,3
103,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-757.7200000000003,2
104,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0.0,-757.7199999999998,1
105,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0.0,-757.5600000000007,4
106,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0.0,-757.5499999999998,14
107,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-757.3,8
108,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0.0,-757.2999999999997,49
109,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0.0,-757.1800000000001,1
110,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0.0,-756.81,2
111,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0.0,-756.81,33
112,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0.0,-756.7799999999997,1
113,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0.045454545454545456,-758.2500000000005,7
114,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0.045454545454545456,-757.9000000000002,7
115,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0.0,-756.3600000000002,1
116,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0.045454545454545456,-757.7300000000002,33
117,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0.045454545454545456,-757.7299999999994,3
118,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0.0,-756.2199999999996,2
119,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0.0,-756.22,5
120,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0.0,-756.2000000000004,1
121,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-756.0600000000001,3
122,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0.0,-756.0599999999994,1
123,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0.0,-755.9800000000002,6
124,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.0,-755.8499999999997,1
125,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-755.8200000000002,4
126,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0.0,-755.8199999999994,2
127,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0.0,-755.2000000000005,3
128,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-755.0700000000007,6
129,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0.0,-755.0700000000003,5
130,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-755.0000000000003,1
131,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.045454545454545456,-773.09,1
132,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0.0,-754.7800000000008,3
133,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0.0,-754.5899999999999,3
134,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0.0,-754.5399999999997,2
135,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0.0,-754.4300000000001,2
136,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0.0,-754.4000000000004,4
137,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-754.2900000000005,1
138,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0.045454545454545456,-760.9000000000005,1
139,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,-754.1000000000006,10
140,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0.0,-754.0300000000004,3
141,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0.0,-754.0000000000003,4
142,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0.045454545454545456,-768.8999999999999,1
143,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0.0,-753.3900000000004,1
144,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0.0,-753.3899999999999,1
145,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0.0,-753.2300000000005,2
146,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0.0,-753.2299999999997,1
147,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0.0,-752.9500000000005,3
148,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0.0,-752.8400000000003,1
149,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,-752.8200000000004,2
150,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0.0,-752.6800000000005,3
151,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0.0,-752.6600000000003,3
152,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-752.4500000000007,2
153,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-752.24,7
154,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0.0,-752.0900000000004,1
155,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0.045454545454545456,-765.63,1
156,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0.0,-751.9899999999998,2
157,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0.0,-751.93,1
158,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0.0,-751.9299999999997,3
159,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0.0,-751.9099999999997,1
160,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0.0,-751.8199999999999,1
161,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.045454545454545456,-773.09,1
162,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0.0,-751.7399999999998,1
163,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0.0,-751.7399999999996,1
164,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0.045454545454545456,-760.7200000000001,1
165,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-751.5899999999996,1
166,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.0,-751.5900000000003,1
167,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-751.5800000000002,9
168,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0.0,-751.5800000000006,1
169,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0.0,-751.5500000000003,1
170,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0.0,-751.5199999999998,7
171,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0.0,-751.4099999999996,20
172,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0.0,-751.2200000000001,5
173,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0.0,-751.1900000000003,1
174,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0.0,-751.1899999999995,4
175,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0.0,-751.1799999999994,2
176,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0.0,-751.1800000000003,3
177,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0.045454545454545456,-752.6800000000005,1
178,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0.0,-751.1499999999995,7
179,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0.0,-751.0500000000002,1
180,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0.0,-751.0199999999998,7
181,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0.0,-750.9700000000007,11
182,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0.0,-750.8000000000001,3
183,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-750.6899999999999,1
184,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0.045454545454545456,-767.6299999999995,1
185,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-750.6400000000003,2
186,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0.0,-750.3099999999997,1
187,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0.0,-750.1499999999997,1
188,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,-749.9200000000004,1
189,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0.0,-749.7599999999995,1
190,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0.0,-749.7000000000005,1
191,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0.0,-749.5700000000003,2
192,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0.0,-749.3700000000002,2
193,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0.0,-749.3699999999995,1
194,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0.0,-749.3399999999999,6
195,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-749.2900000000003,4
196,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0.045454545454545456,-766.2300000000001,1
197,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0.045454545454545456,-766.2299999999999,1
198,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0.0,-749.2300000000006,8
199,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-749.22,3
200,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.0,-749.19,1
201,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0.0,-749.1899999999997,2
202,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0.0,-749.1700000000001,1
203,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0.0,-749.17,1
204,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0.0,-749.1200000000003,1
205,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0.0,-749.1200000000003,1
206,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0.0,-749.1199999999998,1
207,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0.0,-749.0600000000001,1
208,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0.0,-748.99,1
209,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-748.93,1
210,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0.0,-748.82,1
211,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-748.7500000000005,1
212,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-748.1500000000005,3
213,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.0,-748.1000000000003,2
214,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0.0,-747.9700000000006,4
215,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0.0,-747.9200000000003,3
216,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0.045454545454545456,-760.7800000000003,2
217,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0.045454545454545456,-749.2900000000003,1
218,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0.0,-747.7600000000006,4
219,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0.0,-747.7000000000005,1
220,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0.0,-747.62,1
221,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-747.6099999999999,1
222,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0.045454545454545456,-754.2900000000005,1
223,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0.0,-747.3800000000002,4
224,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-747.3200000000002,2
225,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0.0,-747.2500000000005,2
