,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
61,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0.0,-486.93999999999994,2
62,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0,-486.94000000000005,18
63,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0.0,-486.84999999999997,2
64,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0.0,-486.84999999999997,47
65,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-486.59000000000026,30
66,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0.0,-486.49,3
67,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0.0,-486.49000000000007,1
68,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0.0,-486.22999999999985,6
69,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0.0,-486.2300000000001,4
70,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0.05555555555555555,-495.0099999999998,2
71,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0.05555555555555555,-495.01000000000005,1
72,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0.0,-485.87,10
73,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0.0,-485.86999999999995,1
74,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0.05555555555555555,-479.21999999999997,71
75,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0.05555555555555555,-479.21999999999986,27
76,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0.0,-485.82999999999987,3
77,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0.0,-485.83,1
78,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-485.67,5
79,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0.0,-485.4,6
80,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0.0,-485.3999999999998,11
81,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0.0,-485.3500000000001,10
82,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0.0,-485.3500000000001,2
83,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0.0,-485.28999999999985,32
84,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0.0,-485.1799999999999,14
85,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0.0,-485.18000000000006,32
86,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0.0,-485.04000000000025,8
87,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0.0,-485.0399999999999,2
88,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0.05555555555555555,-495.01000000000005,1
89,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0.0,-484.7100000000001,2
90,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0.0,-484.7099999999999,9
91,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-484.58,2
92,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-484.58000000000015,7
93,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.0,-484.47999999999973,10
94,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0.0,-484.47999999999996,3
95,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-484.47000000000014,3
96,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0.0,-484.4700000000001,1
97,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0.05555555555555555,-475.7499999999999,1
98,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0.05555555555555555,-475.75000000000017,15
99,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0.05555555555555555,-480.56999999999994,10
100,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0.05555555555555555,-480.5699999999999,21
101,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0.0,-484.11000000000007,7
102,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0.0,-483.9299999999997,85
103,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0.0,-483.85999999999984,2
104,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0.0,-483.86000000000007,4
105,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0.0,-483.69999999999993,22
106,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0.0,-483.69999999999993,1
107,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0.05555555555555555,-487.58,5
108,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0.0,-483.5,1
109,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0.0,-483.5000000000001,6
110,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0.0,-483.4100000000001,4
111,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0.0,-483.41,1
112,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0.0,-483.4,9
113,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0.0,-483.40000000000003,3
114,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-483.34000000000015,17
115,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-483.34000000000015,2
116,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,-483.3399999999998,1
117,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0.0,-483.1899999999999,3
118,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.0,-483.1900000000001,3
119,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0.0,-483.0199999999999,2
120,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.0,-483.0200000000001,1
121,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0.0,-482.9499999999998,9
122,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0.0,-482.8799999999999,6
123,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0.0,-482.8799999999998,1
124,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0.05555555555555555,-486.84999999999997,7
125,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0.05555555555555555,-486.84999999999997,1
126,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0.0,-482.68,12
127,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0.0,-482.68,2
128,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-482.66999999999985,5
129,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-482.67000000000024,1
130,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0.0,-482.59000000000015,2
131,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0.0,-482.55000000000007,10
132,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0.0,-482.55,3
133,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0.0,-482.44,3
134,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0.0,-482.38000000000017,1
135,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0.0,-482.38000000000005,7
136,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0.0,-482.2299999999999,13
137,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0.0,-482.1699999999998,3
138,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0.0,-482.12,2
139,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0.0,-482.11999999999995,1
140,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0.0,-481.91999999999985,1
141,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0.0,-481.91999999999985,3
142,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0.0,-481.7499999999999,6
143,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0.0,-481.7499999999999,16
144,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-481.68999999999994,7
145,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0.0,-481.5599999999999,2
146,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0.0,-481.56000000000006,3
147,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0.0,-481.4999999999998,3
148,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0.0,-481.50000000000017,1
149,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-481.40999999999997,6
150,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0.0,-481.31999999999994,3
151,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0.0,-481.32000000000005,6
152,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-481.20999999999987,3
153,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0.0,-481.0999999999997,2
154,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.0,-481.10000000000014,10
155,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0.0,-481.07,3
156,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0.0,-480.8699999999997,9
157,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,-480.8700000000002,3
158,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0.0,-480.84000000000026,2
159,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0.0,-480.7600000000001,1
160,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0.0,-480.75999999999965,5
161,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0.05555555555555555,-488.2999999999997,1
162,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0.0,-480.5699999999999,9
163,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0.0,-480.56999999999994,1
164,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0.0,-480.50000000000017,1
165,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.05555555555555555,-504.46999999999997,1
166,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0.0,-480.27,2
167,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0.0,-480.2500000000002,2
168,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0.0,-480.1800000000001,17
169,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-480.1699999999998,1
170,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0.0,-480.0899999999999,5
171,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0.0,-480.08999999999986,8
172,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.0,-479.93,1
173,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0.0,-479.9100000000001,3
174,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0.0,-479.9099999999999,2
175,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0.0,-479.64000000000004,2
176,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0.0,-479.63999999999976,10
177,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-479.5699999999998,2
178,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0.0,-479.48999999999995,3
179,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0.05555555555555555,-483.1899999999999,4
180,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.05555555555555555,-483.1900000000001,1
181,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-479.4000000000001,8
182,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-479.3999999999998,1
183,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0.0,-479.3999999999998,1
184,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.0,-479.3699999999999,21
185,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0.0,-479.2800000000002,3
186,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0.0,-479.28000000000003,2
187,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0.0,-479.21999999999986,7
188,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0.0,-479.21999999999997,8
189,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0.05555555555555555,-498.91999999999985,2
190,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0.05555555555555555,-483.1899999999999,1
191,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-479.06000000000006,2
192,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0.0,-479.04,13
193,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0.0,-479.03999999999996,3
194,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0.0,-479.01,4
195,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0,-479.01,1
196,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0.05555555555555555,-470.4599999999999,1
197,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0.05555555555555555,-470.4599999999999,5
198,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-478.91999999999996,1
199,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.0,-478.8900000000001,1
200,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0.0,-478.7699999999997,8
201,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-478.77000000000015,3
202,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0.0,-478.76000000000016,2
203,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0.0,-478.75000000000006,1
204,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0,-478.75000000000006,2
205,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0.05555555555555555,-490.12999999999977,1
206,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0.05555555555555555,-490.12999999999994,3
207,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0.0,-478.5699999999999,6
208,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0.0,-478.57,20
209,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0.0,-478.5699999999999,1
210,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-478.55000000000007,2
211,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-478.5499999999999,2
212,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0.0,-478.5199999999999,1
213,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0.0,-478.51999999999975,14
214,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0.0,-478.3499999999998,2
215,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0.05555555555555555,-487.27000000000004,1
216,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-478.29000000000025,2
217,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0.0,-478.2099999999999,4
218,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0.0,-478.1000000000001,1
219,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0.0,-478.1000000000003,1
220,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0.0,-478.06,10
221,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0.0,-478.06,1
222,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-478.0500000000001,1
223,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0.0,-477.7,1
224,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0.05555555555555555,-498.91999999999985,1
225,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0.0,-477.60999999999996,2
226,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0.0,-477.6099999999999,1
227,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0.05555555555555555,-466.0899999999999,2
228,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0.0,-477.5299999999999,4
229,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0.0,-477.44999999999976,11
230,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0.0,-477.4099999999999,2
231,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0.05555555555555555,-468.5299999999998,3
232,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0.05555555555555555,-468.5299999999999,4
233,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0.0,-477.38000000000005,5
234,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0.0,-477.1899999999998,1
235,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0.0,-477.07000000000005,1
236,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-477.0700000000001,5
237,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0.0,-477.0700000000001,4
238,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0.05555555555555555,-487.27000000000004,1
239,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-477.03999999999996,2
240,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0.0,-477.0300000000001,1
241,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0.0,-476.9899999999999,1
242,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0.0,-476.99000000000007,1
243,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0.0,-476.9899999999999,1
244,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0.0,-476.73999999999995,3
245,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0.0,-476.67999999999984,2
246,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0.0,-476.6799999999998,2
247,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0.0,-476.68,2
248,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0.0,-476.6099999999999,3
249,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0.0,-476.6099999999999,3
250,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-476.5899999999998,8
251,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-476.54000000000013,5
252,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0.0,-476.5,7
253,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0.05555555555555555,-485.18000000000006,3
254,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0.0,-476.14999999999986,5
255,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0.0,-476.15000000000003,1
256,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.05555555555555555,-481.10000000000014,1
257,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0.0,-475.9800000000001,2
258,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0.0,-475.94000000000017,1
259,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0.0,-475.9199999999999,4
